Cell_id,Cell_Latitude,Cell_Longitude,Venue_Id,Venue_Name,Venue_All_Categories,Venue_Latitude,Venue_Longitude,Venue_Location,Venue_Distance,Borough_Name,Venue_Category_Name,Venue_Category_Id
"55.60948637404546,37.53673903083919",55.60948637404546,37.536739030839186,50a110c8e4b0ab1754e3471c,"Тренажерный зал ""Обыкновенное Чудо""","[('Gym', '4bf58dd8d48988d176941735')]",55.61026264704329,37.536388389529364,Россия,89,Ясенево,Gym,4bf58dd8d48988d176941735
"55.607780811395074,37.545535274650376",55.607780811395074,37.545535274650376,51256613e4b0b833e918356f,Body Rock,"[('Gym', '4bf58dd8d48988d176941735')]",55.6088742804224,37.54688336983752,Litovskiy Bulevar 15/1,148,Ясенево,Gym,4bf58dd8d48988d176941735
"55.60095259622315,37.58071082040804",55.600952596223145,37.58071082040804,512d00e3e4b06556ba2ad473,ParisLife,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.59885749087935,37.58426833947328,"Чертановская, 30/7",323,Чертаново Южное,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.59753491194768,37.598292932923954",55.597534911947676,37.598292932923954,54df4b72498e81ce00aee0a2,Paris Life,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.6006392468544,37.59864749627295,"ул. Кировоградская, д. 23а",346,Чертаново Южное,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.5855542593884,37.659800583880156",55.5855542593884,37.659800583880156,4d819d0e21c0b60cf1cfdd6f,"Школа дзюдо ""Юность Москвы""","[('Martial Arts Dojo', '4bf58dd8d48988d101941735')]",55.58551271000664,37.66121509626587,"Михневская ул., 5К1, 115547",89,Бирюлёво Восточное,Martial Arts Dojo,4bf58dd8d48988d101941735
"55.61294571893388,37.543747008100844",55.61294571893389,37.54374700810085,51320d0fe4b0d576c02e80af,"СК ""Атлант""","[('Martial Arts Dojo', '4bf58dd8d48988d101941735')]",55.613300294007175,37.54152000821996,Литовский Пр. 9с2,145,Ясенево,Martial Arts Dojo,4bf58dd8d48988d101941735
"55.61294571893388,37.543747008100844",55.61294571893389,37.54374700810085,5051de3ee4b011f3a468bd82,"МУ ЦСиД ""Атлант""","[('Martial Arts Dojo', '4bf58dd8d48988d101941735')]",55.61332264804292,37.54219710453125,"Литовский б-р, д.11, к.2 (ул.Айвазовского)",106,Ясенево,Martial Arts Dojo,4bf58dd8d48988d101941735
"55.60611760065182,37.578927633298406",55.606117600651814,37.578927633298406,4f4b8532e4b0bd57acefa01d,"ФОК ""Красный Маяк"" МГФСО","[('Gym', '4bf58dd8d48988d176941735')]",55.606378694710905,37.58108983608283,"Ул. Красного Маяка, д.28, к.1",139,Чертаново Центральное,Gym,4bf58dd8d48988d176941735
"55.602699963950286,37.596512284115605",55.60269996395029,37.59651228411561,5194fb96498ec41a4d1b450d,Fitsolution,"[('Gym', '4bf58dd8d48988d176941735')]",55.60080020426318,37.59879880657881,"Кировоградская ул., 23а",255,Чертаново Южное,Gym,4bf58dd8d48988d176941735
"55.602699963950286,37.596512284115605",55.60269996395029,37.59651228411561,4fb521afe4b0bcda5bc59773,"НОУ ДЮСШ ""Школа Бокса им. Ю.В. Александрова""","[('Boxing Gym', '52f2ab2ebcbc57f1066b8b47')]",55.60084632373965,37.59899033566493,"Кировоградская, д. 23, стр. 2.",258,Чертаново Южное,Boxing Gym,52f2ab2ebcbc57f1066b8b47
"55.600990251722855,37.605303193412134",55.60099025172286,37.605303193412134,4dcf810e52b1f8915bb24795,Учебно-спортивный центр,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.602173072472866,37.60346144644998,"Кировоградская ул., 21, корп. 1, 117519",175,Чертаново Южное,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.600990251722855,37.605303193412134",55.60099025172286,37.605303193412134,5569beda498eb57d388a9e04,Inferno Fitness,"[('Gym', '4bf58dd8d48988d176941735')]",55.600865969514295,37.60919385248664,"Россошанский проезд,5",245,Чертаново Южное,Gym,4bf58dd8d48988d176941735
"55.58900559413235,37.66681310668298",55.589005594132345,37.66681310668298,4e2ea0e852b111a1e37acf86,"Спортзал ""Гвардеец""","[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.59027877372675,37.67023420777528,"ул. Ряжская, 13 стр. 1",257,Бирюлёво Восточное,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.587291120238895,37.675596456050144",55.587291120238895,37.67559645605015,4cf3c87a6195721e90b74ec1,СДЮСШОР №47 ФОК «Южный»,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.58563386557528,37.674050331115716,"Лебедянская ул., 18, 115372",208,Бирюлёво Восточное,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.63173804862858,37.47154173855907",55.63173804862858,37.47154173855907,5400319c498e1c9ace6278a5,Come On Gym,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.63034682877882,37.473862362527385,"ул. Академика Варги, 8, корп. 1",212,Тёплый Стан,Gym / Fitness Center,4bf58dd8d48988d175941735
